Unique_ID,Study_ID,Title,Year,First_Author,QA_Blank_Corrected,N_Replicates,Latitude,Longitude,Range_Year,Range_Month,Samp_Year_Start,Samp_Year_End,Samp_Month_Start,Samp_Month_End,Season_Calculated,Season_WetDry,Sampling_Gear,Gear_Category,Mesh_Size_um,Sample_Depth,Sample_Volume,Digestion_Category,Separation_Category,Std_Value_m3,Shape_Fiber,Shape_Fragment,Shape_Pellet,Shape_Film,Shape_Other,Poly_PE,Poly_PP,Poly_PS,Poly_PET,Poly_PVC,Poly_PA,Poly_PC,Poly_PU,Poly_PMMA,Poly_EPS,Poly_XPS,Poly_Rayon,Poly_CA,Poly_Other,Water_Body_Type,Note,Row_Reason,Study_Reason,Final_Reason
REC_03565,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.426,112.447,2019,Feb,2019,2019,Feb,Feb,Summer,Wet Period,Manta trawl,Nets,333,Middle (8 m),NA L,Oxidative,NaCl,6.26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 6.26 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S1 Mlirip. Middle depth sample. Data is average of 2 sampling events. Dominant polymer in middle for whole study was LDPE (39-73%).,NA,NA,NA
REC_03584,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.3,112.72,2019,Mar,2019,2019,Mar,Mar,Autumn,Wet Period,Manta trawl,Nets,333,Surface (0.16-0.30 m),NA L,Oxidative,NaCl,5.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 5.6 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S6 Gunung Sari. Surface sample.,NA,NA,NA
REC_03627,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.426,112.447,2019,Feb,2019,2019,Feb,Feb,Summer,Wet Period,Manta trawl,Nets,333,Bottom (15 m),NA L,Oxidative,NaCl,4.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 4.47 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S1 Mlirip. Bottom depth sample. Data is average of 2 sampling events. Dominant polymer in bottom for whole study was LDPE (39-73%).,NA,NA,NA
REC_03647,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.34,112.65,2019,Jul-Mar,2019,2019,Jul,Mar,Winter,Wet Period,Manta trawl,Nets,333,Bottom (2.3 m),NA L,Oxidative,NaCl,4.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 4.07 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S4 Bambe. Bottom depth sample.,NA,NA,NA
REC_03649,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.3,112.72,2019,Mar,2019,2019,Mar,Mar,Autumn,Wet Period,Manta trawl,Nets,333,Bottom (2.7 m),NA L,Oxidative,NaCl,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 4.03 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S6 Gunung Sari. Bottom depth sample.,NA,NA,NA
REC_03670,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.3,112.72,2019,Mar,2019,2019,Mar,Mar,Autumn,Wet Period,Manta trawl,Nets,333,Middle (1.4 m),NA L,Oxidative,NaCl,3.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 3.76 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S6 Gunung Sari. Middle depth sample.,NA,NA,NA
REC_03865,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.382,112.535,2019,Jan-May,2019,2019,Jan,May,Summer,Wet Period,Manta trawl,Nets,333,Surface (0.16-0.30 m),NA L,Oxidative,NaCl,1.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 1.47 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S2 Wringinanom. Surface sample.,NA,NA,NA
REC_03871,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.382,112.535,2019,Jan-May,2019,2019,Jan,May,Summer,Wet Period,Manta trawl,Nets,333,Bottom (1.8 m),NA L,Oxidative,NaCl,1.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 1.43 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S2 Wringinanom. Bottom depth sample.,NA,NA,NA
REC_03999,Lestari_2020_Distributi,"Distribution of microplastics in Surabaya River, Indonesia",2020,Prieskarinda Lestari,NR,2,-7.382,112.535,2019,Jan-May,2019,2019,Jan,May,Summer,Wet Period,Manta trawl,Nets,333,Middle (1.2 m),NA L,Oxidative,NaCl,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,Surabaya River | East Java | Industrial/Domestic  | H2O2 + Fe(II) (WPO) | NaCl | Microscope + FTIR | Table 3 | 0.76 | Visual estimation from Fig 1 | Average of 2 temporal replicates | Site S2 Wringinanom. Middle depth sample.,NA,NA,NA
REC_02402,Zhang_2020_Distributi,"Distribution of microplastics in surface water and sediments of Qin river in Beibu Gulf, China",2020,Lishan Zhang,Yes,3,21.9143,108.6014,2018,Oct,2018,2018,Oct,Oct,Autumn,Other/Undefined,Pump,Pumps,25,0.2 m,30 L,Oxidative,NaCl,611.11,NA,NA,NA,NA,NA,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,River,Qin River | Guangxi | Urban/Aquaculture | 303/km2 | H2O2 (30%) | NaCl (1.2 g mL-1) | micro-FTIR | Text Section 3.1 | maximum microplastic abundances were found at S9 ... 611.11 items??m???3 | Table S2 | Site with maximum abundance. Shape NR (varies by site/method). Polymer % is study aggregate.,NA,NA,NA
REC_02796,Zhang_2020_Distributi,"Distribution of microplastics in surface water and sediments of Qin river in Beibu Gulf, China",2020,Lishan Zhang,Yes,3,21.92,108.62,2018,Oct,2018,2018,Oct,Oct,Autumn,Other/Undefined,Pump,Pumps,25,0.2 m,30 L,Oxidative,NaCl,174,88,NA,NA,NA,12,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,River,Qin River | Guangxi | Urban/Aquaculture | 303/km2 | H2O2 (30%) | NaCl (1.2 g mL-1) | micro-FTIR | Table S3 | 174 items/m3 | Calculated center point of study area (S1 to S12) | Authors reported overall mean in Table S3. Individual site data was only provided in a bar chart. | Overall mean for Pump method (25um). Polymer data is aggregated for the whole study.,NA,NA,NA
REC_03414,Zhang_2020_Distributi,"Distribution of microplastics in surface water and sediments of Qin river in Beibu Gulf, China",2020,Lishan Zhang,Yes,3,22.9895,108.6457,2018,Oct,2018,2018,Oct,Oct,Autumn,Other/Undefined,Pump,Pumps,25,0.2 m,30 L,Oxidative,NaCl,16.67,NA,NA,NA,NA,NA,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,River,Qin River | Guangxi | Urban/Aquaculture | 303/km2 | H2O2 (30%) | NaCl (1.2 g mL-1) | micro-FTIR | Text Section 3.1 & Figure 3a | range of 16.67?€?611.11 items??m???3 | Table S2 | Minimum abundance value assigned to S4 based on visual confirmation from Fig 3a (lowest bar) and text range lower bound. Note: Table S2 Latitude (22deg59min) is likely a typo for 21deg59min based on site sequence.,NA,NA,NA
REC_03586,Zhang_2020_Distributi,"Distribution of microplastics in surface water and sediments of Qin river in Beibu Gulf, China",2020,Lishan Zhang,Yes,NA,21.9143,108.6014,2018,Oct,2018,2018,Oct,Oct,Autumn,Other/Undefined,Plankton net,Nets,75,Surface,111.7 L,Oxidative,NaCl,5.6,NA,NA,NA,NA,NA,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,River,Qin River | Guangxi | Urban/Aquaculture | 303/km2 | H2O2 (30%) | NaCl (1.2 g mL-1) | micro-FTIR | Text Section 3.1 | 0.1?€?5.6 items??m???3 ... The maximum microplastic abundances were found at S9 | Table S2 | Max abundance for 75um net assumed at S9 based on text. Shape NR. Polymer % is study aggregate.,NA,NA,NA
REC_03625,Zhang_2020_Distributi,"Distribution of microplastics in surface water and sediments of Qin river in Beibu Gulf, China",2020,Lishan Zhang,Yes,NA,21.9143,108.6014,2018,Oct,2018,2018,Oct,Oct,Autumn,Other/Undefined,Plankton net,Nets,300,Surface,111.7 L,Oxidative,NaCl,4.6,NA,NA,NA,NA,NA,28,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,River,Qin River | Guangxi | Urban/Aquaculture | 303/km2 | H2O2 (30%) | NaCl (1.2 g mL-1) | micro-FTIR | Text Section 3.1 | 0.1?€?4.6 items??m???3 ... The maximum microplastic abundances were found at S9 | Table S2 | Max abundance for 300um net assumed at S9 based on text. Shape NR. Polymer % is study aggregate.,NA,NA,NA
REC_00026,Han_2020_Distributi,Distribution of microplastics in surface water of the lower Yellow River near estuary,2020,Mei Han,NR,NA,37.83,119.1,2019,Mar,2019,2019,Mar,Mar,Spring,Dry Period,Stainless steel bucket,Bulk Water,50,0-30 cm,NA L,Oxidative,NaCl,930000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,"Yellow River | Shandong   | H2O2 (30%) | NaCl (1.3 g/mL) | Optical Microscope, SEM, ATR-FTIR | Abstract and Page 6, Section 3.3 | The average abundances of microplastics in the dry and wet seasons were 930 and 497 item/L, respectively. | Visual estimation from Fig 1 and Fig 6b (Distance 9-16km from estuary) | Coordinates referenced in Table S1 but file not available. | Overall study average reported. Individual site data not available for Dry season (only graph). | Range for Dry season: 623-1392 items/L (Table 1). Sampling sites were different from Wet season due to logistical issues (Page 6).",NA,NA,NA
REC_00042,Han_2020_Distributi,Distribution of microplastics in surface water of the lower Yellow River near estuary,2020,Mei Han,NR,5,37.85,119.15,2018,Jul,2018,2018,Jul,Jul,Summer,Wet Period,Stainless steel bucket,Bulk Water,50,0-30 cm,NA L,Oxidative,NaCl,654000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,"Yellow River | Shandong   | H2O2 (30%) | NaCl (1.3 g/mL) | Optical Microscope, SEM, ATR-FTIR | Page 6, Section 3.3 | The abundances of sites b1-b5 (average 654 item/L) were all higher than that of a1-a5 (average 430 item/L). | Visual estimation from Fig 1 (Sites b1-b5) | Coordinates referenced in Table S1 but file not available. | Average for site group b1-b5 reported. Individual site values only available as scatter plot points. | Sites located from Xintan Pontoon Bridge to Estuary (approx 0-20km from estuary).",NA,NA,NA
REC_00085,Han_2020_Distributi,Distribution of microplastics in surface water of the lower Yellow River near estuary,2020,Mei Han,NR,5,37.75,118.9,2018,Jul,2018,2018,Jul,Jul,Summer,Wet Period,Stainless steel bucket,Bulk Water,50,0-30 cm,NA L,Oxidative,NaCl,430000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,"Yellow River | Shandong   | H2O2 (30%) | NaCl (1.3 g/mL) | Optical Microscope, SEM, ATR-FTIR | Page 6, Section 3.3 | The abundances of sites b1-b5 (average 654 item/L) were all higher than that of a1-a5 (average 430 item/L). | Visual estimation from Fig 1 (Sites a1-a5) | Coordinates referenced in Table S1 but file not available. | Average for site group a1-a5 reported. Individual site values only available as scatter plot points. | Sites located between Kaiyuan and Xintan Pontoon Bridge (approx 25-57km from estuary).",NA,NA,NA
REC_01589,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9481,80.203,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,2826,85,15,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Narayanapuram Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Section 3.1; Table S1 | concentration of microplastics estimated in the surface water ranged from 740 to 2826 microplastic particles/m3... highest concentration was reported in the location NPLO; Table S1: 12??56'53.09"" 80??12'10.85"" | Table S1 | Shape distribution visually estimated from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01681,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9489,80.2028,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,2400,80,15,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Narayanapuram Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~2400 MP/m3; Table S1: 12??56'56.18"" 80??12'10.20"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01714,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9422,80.1634,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,2200,80,15,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Nanmangalam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~2200 MP/m3; Table S1: 12??56'31.86"" 80??9'48.15"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01745,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9348,80.1526,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,2100,90,5,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Sembakkam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~2100 MP/m3; Table S1: 12??56'5.29"" 80??9'9.29"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01756,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9294,80.1503,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,2050,85,10,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Sembakkam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~2050 MP/m3; Table S1: 12??55'45.88"" 80??9'1.08"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01798,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9497,80.1799,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,1900,70,25,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Kilkattalai Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~1900 MP/m3; Table S1: 12??56'58.97"" 80??10'47.82"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_01900,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9484,80.2017,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,1600,60,40,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Narayanapuram Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~1600 MP/m3; Table S1: 12??56'54.31"" 80??12'5.97"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_02083,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9365,80.1627,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,1200,60,35,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Nanmangalam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~1200 MP/m3; Table S1: 12??56'11.39"" 80??9'45.67"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_02124,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9465,80.1804,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,1100,65,30,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Kilkattalai Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~1100 MP/m3; Table S1: 12??56'47.23"" 80??10'49.29"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_02287,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9385,80.1654,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,800,75,20,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Nanmangalam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Figure 2; Table S1 | Visual estimation from Fig 2: ~800 MP/m3; Table S1: 12??56'18.73"" 80??9'55.47"" | Table S1 | Visual estimation of concentration from Fig 2 and shape from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_02334,Jessieleena_2023_Distributi,"Distribution of microplastics in the catchment region of Pallikaranai marshland, a Ramsar site in Chennai, India",2023,A. Angel Jessieleena,NR,1,12.9384,80.1548,2021,Oct,2021,2021,Oct,Oct,Autumn,Wet Period,Plankton net,Nets,60,Top 20 cm,50 L,Oxidative,Not Reported,740,50,40,0,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Sembakkam Lake | Chennai, Tamil Nadu | Urban/Residential  | 30% H2O2 | Visual microscopy; ATR-FTIR | Section 3.1; Table S1 | concentration of microplastics estimated in the surface water ranged from 740 to 2826 microplastic particles/m3... least contamination was recorded in the sampling point SO; Table S1: 12??56'18.12"" 80??9'17.33"" | Table S1 | Shape distribution visually estimated from Fig 5. Polymer data only available as study aggregate.",NA,NA,NA
REC_00547,Chen_2022_Distributi,"Distribution Patterns of Microplastics Pollution in Urban Fresh Waters: A Case Study of Rivers in Chengdu, China",2022,Juan Chen,NR,1,30.55,104.15,2021,Sep,2021,2021,Sep,Sep,Autumn,Other/Undefined,Glass water extractor,Other/Unknown,0.45,0.5 m below the surface,NA L,Oxidative,Not Reported,17000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,"Fuhe River | Chengdu, Sichuan | Urban/Industrial | High | 35% H2O2 | Stereomicroscope, SEM, FTIR | Page 4 Text | The number of S9 in Fuhe was as high as 17.0 items/L | Visual estimation from Fig 1 | Highest concentration site.",NA,NA,NA
REC_01027,Chen_2022_Distributi,"Distribution Patterns of Microplastics Pollution in Urban Fresh Waters: A Case Study of Rivers in Chengdu, China",2022,Juan Chen,NR,1,31,103.62,2021,Sep,2021,2021,Sep,Sep,Autumn,Other/Undefined,Glass water extractor,Other/Unknown,0.45,0.5 m below the surface,NA L,Oxidative,Not Reported,6500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,River,"Minjiang River | Dujiangyan, Sichuan | Rural/Control | Low | 35% H2O2 | Stereomicroscope, SEM, FTIR | Page 4 Text | Sampling site S1, with a concentration of 6.50 items/L, is located in Dujiangyan | Visual estimation from Fig 1 | Control site upstream.",NA,NA,NA
REC_04024,Cox_2021_Distributi,"Distribution, abundance and spatial variability of microplastic pollution on the surface of Lake Superior",2021,Kara Cox,Yes,2,48.5,-88.94,2014,Jul,2014,2014,Jul,Jul,Summer,Other/Undefined,Neuston net,Nets,500,0.5 m,NA L,Oxidative,Not Reported,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Superior | North America   | H2O2 (WPO) | Microscopy, FTIR | Supplementary Table S1 | 604*/605 8-Jul-2014 48.50 -88.94... Paired Nets 340,000 | Table S1 | Highest abundance site reported in study (near Thunder Bay). Paired net average.",NA,NA,NA
REC_04280,Cox_2021_Distributi,"Distribution, abundance and spatial variability of microplastic pollution on the surface of Lake Superior",2021,Kara Cox,Yes,2,46.84,-90.73,2014,May,2014,2014,May,May,Spring,Other/Undefined,Neuston net,Nets,500,0.5 m,NA L,Oxidative,Not Reported,0.062,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Lake,"Lake Superior | North America   | H2O2 (WPO) | Microscopy, FTIR | Supplementary Table S1 | 500*/501 17-May-2014 46.84 -90.73... Paired Nets 31,000 | Table S1 | Single location (paired nets). Full dataset of 94 sites available in SI; only representative/summary sites extracted here.",NA,NA,NA
REC_02393,Fan_2019_EnvironPollut,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",2019,Yujuan Fan,No,2,23.05,113.6,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Manta trawl (Watertools WT002120 plankton net),Nets,160,Surface,18860 L,Oxidative,Not Reported,640,5,30,0,60,5,35,25,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,River,"Dongjiang River | Guangdong   | 30% H2O2 | Stereomicroscope, u-FTIR, Raman | Table 1 | DJ Winter 0.64 ?? 0.33 | Visual estimation from Fig S1 (Cluster of sites R6, R7) | Authors reported mean of sites R6-R7 in Table 1; individual site data not available. | Site_ID represents aggregate of sites R6, R7. Composition estimated from Fig S4 (DJ bars).",NA,NA,NA
REC_02528,Fan_2019_EnvironPollut,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",2019,Yujuan Fan,No,2,22.83,112.45,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Manta trawl (Watertools WT002120 plankton net),Nets,160,Surface,18860 L,Oxidative,Not Reported,430,50,15,0,30,5,10,35,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,River,"Xijiang River | Guangdong   | 30% H2O2 | Stereomicroscope, u-FTIR, Raman | Table 1 | XJ Winter 0.43 ?? 0.12 | Visual estimation from Fig S1 (Site R1) | Represents Site R1. Composition estimated from Fig S4 (XJ bars).",NA,NA,NA
REC_02576,Fan_2019_EnvironPollut,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",2019,Yujuan Fan,No,2,23.25,112.85,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Manta trawl (Watertools WT002120 plankton net),Nets,160,Surface,18860 L,Oxidative,Not Reported,360,40,30,0,20,10,20,30,5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,River,"Beijiang River | Guangdong   | 30% H2O2 | Stereomicroscope, u-FTIR, Raman | Table 1 | BJ Winter 0.36 ?? 0.01 | Visual estimation from Fig S1 (Site R2) | Represents Site R2. Composition estimated from Fig S4 (BJ bars).",NA,NA,NA
REC_02658,Fan_2019_EnvironPollut,"Distribution, sedimentary record, and persistence of microplastics in the Pearl River catchment, China",2019,Yujuan Fan,No,2,22.83,112.45,NA,NA,NA,NA,NA,NA,NA,Other/Undefined,Manta trawl (Watertools WT002120 plankton net),Nets,160,Surface,18860 L,Oxidative,Not Reported,270,50,15,0,30,5,10,35,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,River,"Xijiang River | Guangdong   | 30% H2O2 | Stereomicroscope, u-FTIR, Raman | Table 1 | XJ Summer 0.27 ?? 0.11 | Visual estimation from Fig S1 (Site R1) | Represents Site R1. Composition estimated from Fig S4 (XJ bars).",NA,NA,NA
